#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:dna9" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:dna9" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:dna9" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.dna9" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:dna9" name="distribution" x="@birthRate.t:dna9">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="FrequenciesPrior.s:dna9" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:dna9" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:dna9" name="distribution">
#            <parameter id="kappa.s:dna9" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@dna9" id="treeLikelihood.dna9" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:dna9">
#            <siteModel id="SiteModel.s:dna9" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:dna9" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:dna9" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:dna9" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:dna9" kappa="@kappa.s:dna9" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:dna9" id="estimatedFreqs.s:dna9" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:dna9" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:dna9" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
55000	-4506.469465088482	-4510.165797231867	3.6963321433852387	-4510.165797231867	0.2327807872734146	5.741434589405722	5.566666433919287	2.4591310748298207	0.2849381615524064	0.27995700171771015	0.13479145391443675	0.3003133828154467
56000	-4506.4687381136455	-4510.167232338236	3.6984942245911077	-4510.167232338236	0.2327807872734146	5.743596670611591	5.566666433919287	2.4591310748298207	0.2849381615524064	0.27995700171771015	0.13479145391443675	0.3003133828154467
57000	-4506.468572954986	-4510.166555076965	3.697982121979405	-4510.166555076965	0.2327807872734146	5.7430845679998885	5.566666433919287	2.4591310748298207	0.2849381615524064	0.27995700171771015	0.13479145391443675	0.3003133828154467
58000	-4506.120492036733	-4509.818474158712	3.697982121979405	-4509.818474158712	0.2327807872734146	5.7430845679998885	5.566666433919287	2.4591310748298207	0.28865893599568676	0.27995700171771015	0.13479145391443675	0.2965926083721664
59000	-4506.12046095133	-4509.818557888598	3.6980969372680645	-4509.818557888598	0.2327807872734146	5.743199383288548	5.566666433919287	2.4591310748298207	0.28865893599568676	0.27995700171771015	0.13479145391443675	0.2965926083721664
60000	-4506.12046095133	-4509.818557888598	3.6980969372680645	-4509.818557888598	0.2327807872734146	5.743199383288548	5.566666433919287	2.4591310748298207	0.28865893599568676	0.27995700171771015	0.13479145391443675	0.2965926083721664
61000	-4506.120381999267	-4509.817346645591	3.6969646463236545	-4509.817346645591	0.2327807872734146	5.742067092344138	5.566666433919287	2.4591310748298207	0.28865893599568676	0.27995700171771015	0.13479145391443675	0.2965926083721664
62000	-4506.120381999267	-4509.817346645591	3.6969646463236545	-4509.817346645591	0.2327807872734146	5.742067092344138	5.566666433919287	2.4591310748298207	0.28865893599568676	0.27995700171771015	0.13479145391443675	0.2965926083721664
63000	-4505.749775473938	-4509.442247592721	3.6924721187834573	-4509.442247592721	0.2327807872734146	5.737574564803941	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
64000	-4505.746160112023	-4509.439845451271	3.6936853392485167	-4509.439845451271	0.2327807872734146	5.738787785269	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
65000	-4505.741499790874	-4509.442473894938	3.7009741040646906	-4509.442473894938	0.2327807872734146	5.746076550085174	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
66000	-4505.73848240557	-4509.438770191306	3.700287785735944	-4509.438770191306	0.2327807872734146	5.745390231756428	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
67000	-4505.737135730326	-4509.433347254272	3.6962115239461477	-4509.433347254272	0.2327807872734146	5.741313969966631	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
68000	-4505.737135730326	-4509.433347254272	3.6962115239461477	-4509.433347254272	0.2327807872734146	5.741313969966631	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
69000	-4505.735590429433	-4509.433788351695	3.6981979222615875	-4509.433788351695	0.2327807872734146	5.743300368282071	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
70000	-4505.735532439599	-4509.433922490598	3.698390050998376	-4509.433922490598	0.2327807872734146	5.74349249701886	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
71000	-4505.735532439599	-4509.433922490598	3.698390050998376	-4509.433922490598	0.2327807872734146	5.74349249701886	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
72000	-4505.735498318963	-4509.433594724573	3.6980964056096157	-4509.433594724573	0.2327807872734146	5.743198851630099	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
73000	-4505.735352210654	-4509.433722206319	3.698369995664801	-4509.433722206319	0.2327807872734146	5.7434724416852845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
74000	-4505.735352210654	-4509.433722206319	3.698369995664801	-4509.433722206319	0.2327807872734146	5.7434724416852845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
75000	-4505.735352210654	-4509.433722206319	3.698369995664801	-4509.433722206319	0.2327807872734146	5.7434724416852845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
76000	-4505.7352988183775	-4509.434074187027	3.698775368650037	-4509.434074187027	0.2327807872734146	5.743877814670521	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
77000	-4505.7352988183775	-4509.434074187027	3.698775368650037	-4509.434074187027	0.2327807872734146	5.743877814670521	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
78000	-4505.735241136086	-4509.434225562454	3.6989844263678586	-4509.434225562454	0.2327807872734146	5.744086872388342	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
79000	-4505.735241136086	-4509.434225562454	3.6989844263678586	-4509.434225562454	0.2327807872734146	5.744086872388342	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
80000	-4505.735241136086	-4509.434225562454	3.6989844263678586	-4509.434225562454	0.2327807872734146	5.744086872388342	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
81000	-4505.735241136086	-4509.434225562454	3.6989844263678586	-4509.434225562454	0.2327807872734146	5.744086872388342	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
82000	-4505.735241136086	-4509.434225562454	3.6989844263678586	-4509.434225562454	0.2327807872734146	5.744086872388342	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
83000	-4505.735241136086	-4509.434225562454	3.6989844263678586	-4509.434225562454	0.2327807872734146	5.744086872388342	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
84000	-4505.735241136086	-4509.434225562454	3.6989844263678586	-4509.434225562454	0.2327807872734146	5.744086872388342	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
85000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
86000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
87000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
88000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
89000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
90000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
91000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
92000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
93000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
94000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
95000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
96000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
97000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
98000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
99000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
100000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
101000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
102000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
103000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
104000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
105000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
106000	-4505.735221071969	-4509.434339325059	3.699118253090501	-4509.434339325059	0.2327807872734146	5.7442206991109845	5.566666433919287	2.4591310748298207	0.28865893599568676	0.2849447478420301	0.13479145391443675	0.29160486224784643
107000	-4505.610240876522	-4509.319250088277	3.709009211755292	-4509.319250088277	0.2327807872734146	5.759840651661417	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
108000	-4505.610067863859	-4509.322149325085	3.71208146122667	-4509.322149325085	0.2327807872734146	5.762912901132795	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
109000	-4505.610067863859	-4509.322149325085	3.71208146122667	-4509.322149325085	0.2327807872734146	5.762912901132795	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
110000	-4505.610067863859	-4509.322149325085	3.71208146122667	-4509.322149325085	0.2327807872734146	5.762912901132795	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
111000	-4505.610067315771	-4509.322136025371	3.7120687096003944	-4509.322136025371	0.2327807872734146	5.762900149506519	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
112000	-4505.60978857553	-4509.32358674704	3.713798171510287	-4509.32358674704	0.2327807872734146	5.764629611416412	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
113000	-4505.60978857553	-4509.32358674704	3.713798171510287	-4509.32358674704	0.2327807872734146	5.764629611416412	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
114000	-4505.609709224756	-4509.323486022508	3.7137767977522027	-4509.323486022508	0.2327807872734146	5.764608237658328	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
115000	-4505.609709224756	-4509.323486022508	3.7137767977522027	-4509.323486022508	0.2327807872734146	5.764608237658328	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
116000	-4505.609562374409	-4509.323027547815	3.7134651734069783	-4509.323027547815	0.2327807872734146	5.764296613313103	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
117000	-4505.609562374409	-4509.323027547815	3.7134651734069783	-4509.323027547815	0.2327807872734146	5.764296613313103	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
118000	-4505.609562374409	-4509.323027547815	3.7134651734069783	-4509.323027547815	0.2327807872734146	5.764296613313103	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
119000	-4505.609562374409	-4509.323027547815	3.7134651734069783	-4509.323027547815	0.2327807872734146	5.764296613313103	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
120000	-4505.609562374409	-4509.323027547815	3.7134651734069783	-4509.323027547815	0.2327807872734146	5.764296613313103	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
121000	-4505.609562374409	-4509.323027547815	3.7134651734069783	-4509.323027547815	0.2327807872734146	5.764296613313103	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
122000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
123000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
124000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
125000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
126000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
127000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
128000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
129000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
130000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
131000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
132000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
133000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
134000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
135000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
136000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
137000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
138000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
139000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
140000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
141000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
142000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
143000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
144000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
145000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
146000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
147000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
148000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
149000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
150000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
151000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
152000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
153000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
154000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
155000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
156000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
157000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
158000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
159000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
160000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
161000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
162000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
163000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
164000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
165000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
166000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
167000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
168000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
169000	-4505.609559037901	-4509.32319598926	3.7136369513589265	-4509.32319598926	0.2327807872734146	5.764468391265051	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
